Title	Tags	Link
Early Drowning in Reverb	GDX Labs,GDX,Alt Cover Art,old af	https://lh3.googleusercontent.com/rd-d/ALs6j_Gwk8cBAOnYzkAyAOuTNqrOgZ_jYYlpfdUYdR3ijxoBfEVvdMxR1MRFYUtYSyzI9sKR-1c_Ff-8_wus8KBePBNm8ajl9cCUEaLl9MBjY18tXDsqdNh6eUtlpPbMnTPOVA3TOkrJn2vCs90oI5woOR3NvCgLBiP8C8pK2G4AlNKrQB2azS3hXXn95VFiiwDdMXsAghl1yW5kW7VC-FMAzDTHJpsL-d0FNqO3opdbsU5lRzUi3KtZI8SUKZ3eGXrUUxFRXBvVryHMe4-mUA3GLUCpBkQaXSeYQgtOIXb9Qs-yEU2H8_Ci44lACE1DAKM5KtivP3_aB23McXMB0PWPTKdHAtzIxPCOzAPYIVEjRgh-QhUvRfFE5o-B0RSRQik1PlLx0k1Taryr5fP2kuR-rI5vdAQP7fc7rRx7Rbv0pJbnse-RnhrkzRzYBRSb3r9QifDpldY281E3LFHMA3b2WOKDSnfi_wfLhQkF_XRxsjeLYD_fdWfZhlzPWK4pejM9aHE8tX8FrLg3-s7x6GEZ3ei64hNRbhGWrRIwxcwsFVfV5gg2ppalalaz-LaIuZi2MHOfmarWGFKua1PL1MKKOAMKlG-IhdXyWf73SmL4Sxaq_c038g1cBezDUhxUUnzmCFrpXqmEfcQNGDxoP_sIx0Rb8RPxpObS6SYCFZN2c2JHMIYrMQIY3wX3deAQuS9eON0xHlmwAfQxc6_YaLNoPSIMTLTRNTV3AKom2vCUKfiYNvgArlVrgEZ46HKq8HV28euQBwOvVjX32j-uTHzw-GNaE1CvWuXAhjnoB8fdkwdacao6u5nI6PF2bGOjpdpbs-MaTbOiA-A-39J1TJ71CY0_Df6q8YH-Kfk4KuMQQqLyDuLACZlLX5WZroxO6ZOZumrAbSKsQ1o7xaj1ZrOALgxjTHtPVsdCIwuUGGUIDikcrd0skwMafco-NhLh9WpBsudS-NUt9VInXBbM4tI6kLputsT6Kzi1OaWjGDf5IR6DQJn7u-JONjd1_YHbg4PYEupghDmZyPbdOGjRQ33Lnn1XhZLZ5nlXoZAqUiKPcd7yvgM6p-p-KqpuVXVdZmDTq6tk4ZjCXKiUYTlaymocsBTmdwcLCX1zi6-LSwgZV--113dyeAtgXbspz_hdsmm5wWMi=w1920-h927?auditContext=prefetch
Drowning in Reverb	GDX Labs,GDX,Cover Art	https://lh3.googleusercontent.com/rd-d/ALs6j_GuCYhV46RH6FrY6mTEmlBfZ6M4DRssTm5onRTGFlDOsvef7Of3ge6bxVI1VBw5wA-405PJgk1XRjgaiND5tdiZ48H_NgB0U-u15pm8HccWphn4I176mYvJ9x37eEcyBjCJoieEV13lylqzRdv9vcspx5AEW4lekwfa4wYsS_vXVk8W3Kc-jGj0YKepmimugPP9b4rgAbD4y5dXwXOO4iA2HepUwA6oRDdj1DwAKF451TrYx07CU_0pzdmeMRsUktFA0sWMf7WdHyiCQ9KLHk0mAVifEJV_z5vnT3uKnyX1CdzeUd_nl47zScSG7YVLZqJrWkt-2u1YWWtqmrtL9g5RqDWddkEWi_ETodxP1YqySqmlvRjrc7nyES7VvzjEUJ4cydG-1niVNOHMRfLz86aE8fG9X2sDiI9OLBRqgvPMHjKoOwuOUQXUT8IaxTACZx2eg0zp1ngGl9gPChD5GVJQ97lq5w3LIOIZpdNfxG8-x_8o-mHmEZafO024kh7kW3MX8hGlU4IWxmJyJghi7CQe_yy2V-VlctunQMHZ3Ro4AA1t1kgUkJ1tbnlSk7PV-k32X6twyG8YLEaZroErrEIXO8pQqEbRqC5O8E-0DMg_WoAg0HhOJfgB9vHjPTl4LWmYLZHgK16FEqBFlFL2iUIOvmznMN1b870XOPhOHHRubtxr1mP3cawKt1MeV8ebFkneSaRctVq2FNNKj9hkuJHN_uTvZMozIAkivla8u09KPKtl0d6K7rNBDjINkBxyyT9Tj12kNISPRuBi4JnMF48FEQ-oUZNMdWyYwTiTw5nnvHM9dAqLejgr-gyjX-LOMLLTeIXkCAdBBt-U5F9EjIIkaL4UIJ4rZ66tTx2HTvY-nDWY9gybiYsTJUJdUR5F3Od8TEzLDdu0Pb26BBOuSDrQoJa42eOd5suzd4u2GGrhwNADLbPRKRqb4JPPfNnZOjNNwJkdiVWR1atdSUzr1YQpbzPRMI5W4J6u1qaaxKCqAP6o1X-hhMvVGO-kEeQU6YRgOIU8MdTMSoloMFcCQQnKBVn6_wW4rD0euzl-5a1LHiDhhtxWTXiVs0oKSfat7zfvmJJInAA66yoXkZ_5H9r3BkSsWucETzrYEO4KyxRvJT5WHIZ8=w1920-h913?auditContext=prefetch
Drowning in Reverb (Clean)	GDX Labs,GDX,Alt Cover Art	https://lh3.googleusercontent.com/rd-d/ALs6j_EvTpkA9FRW-73VHPX8sUix4NYIOihuC2BqCqR395C2ntuE3Homdd-8ubdFcmFuviiWeRLG2RZU9MWWVKkw509hud43Ei_5AKh4fN_t2qauiHC07FdwhGI0MZ2-8-IMAMH57wRphNaVdBBBZVaSUKhfWB6HWDo2nKeDCLeTHculxY_RGH9SvnKv0kpTbWGizdTVnoVMLhtRS5WJfsueRBUvGdlPqAY2Jlv8xFaVqo_-TBlxiYpGNaueifWSkmzvHbKZDCIXSWvA-SpoNL4hUtvSkM-6Alq3NCaCSxtK7rfn_NtXBA_pCdkjbtec44Row3zYeJHDNAFlLoB3N375cyndnaYXe-QPnVSrcTG-NzzNjNfyn_10DKWn2yyxKMNoQwJoBbUGqGhMch4nXFx9QfgL3SNyMEkQ398WLuLea2G5ogFJqoBfIRyc0lQG_8Tks_ZXAhHCdHw0kRS5k-9EGrc7bUAtXwljIO9VXC2W_ON_XxMsTLV7sNIoCc4Oe9dFmDHwu3EL3FQKBPdmB1PvSVqaAMvsNKXwxsTK4fy867vqz4H7Bsh6OhKYjWC-1QdAU-nZhB51kLlLKhcMWkZ_XMXkJMDrVfhn6Vo9TxFMuguomuHRnCdBcand5fj9F8c_hwVf_VpT5UXzzqEzAAok5iuiPhUhiziLuOLQTZNL0IWeQSdkeDd1KbVPTzC6Td61P7feqQF7_8rDfKgGyK8VxwhB6hRrLG1arjP-cVnwyIOP1MxnRW_a18JvAPdfImnowlrNmYRtckG8litawl40WDmAlEymn5FVNaX6Pc8FfHQaHAKylngoez-Wt-pOnk_gl2dz6TxBgiFBj5_FUTMpoWXE57ZEeioVDZxsZDM3m2jtOZb9M02kng2WrV3kLvXYF_2nnZrnkcIsWrUVvVCEzT_DapDh-kVKhlHgWQE0BTUw75LFVfasAkERfOTdpRv0-X6fLbG9_1Fw6T2y4rwGgP1jin9u4YGa4V0dgOJmuXEr02MJQNPxZrist8OTkbAgFkTsJxzz8KFGMsXxRAksVOfEZMWgukWg1MHCxDKuL33JhWP97m_qVafBtT2XpUHE0foXAQO1nAL89dSteSRby3unB7bkgdTB6RHSiBBxA6Eaqv-kK0sw=w1920-h927?auditContext=prefetch
Enter the Lab	GDX Labs,GDX,Cover Art	https://lh3.googleusercontent.com/rd-d/ALs6j_EujbnfP2lNAKBaQ0fdAZRXQYQ-Kr5ztj4uYV6-SrWGHeCQlZ2PvqY01rTVnlh5mUqllF-ASzpkoYgaz6KKXD7Hkep40cCjFRWlrhnimHncscYlZX1qwv_oSmlckpHxY589InhhVB5MF07oRoKiNbH29DUL9weMBr9Bjy9rYTuYbO-Vl-5Yyb-Gtrb566X5YEwddafjxp16RRH7ueQFIp_T4nW3qHIjUE_0Sxf8gzMCsTKtXhM5nQWNGD6UL_X8cTiNendIlhyawEUfhyRmftBMrrx8wNhqSgleReCkabxyN1ba4IeOYTH_0lBXOkaNyV0SYmy6vb3J5OCvvf9rnOHPFN-y5hgg9GfVCo8SVy9UVfrJUdLFahd8T5Ztj71CDQQgIlRA2VfBLw96GoWmwMuZ607dWbJi15C_o7x4STgEK7nN0Ea0cOAc5HyQj71Sn02iNNoWkM3tfwxnkIugYYofuWQuu0bcj57haRiuuV5PmcevTdLdQIneZtQKmFRPmoL2BRZaYO0HkfI7y2eSYK8LunaUQ1AnN_Tdnh7a9cP04mFbFgH6GyF569j0DQdb0NqCH4Y5efzFrneWVbyAAJNDNZm-U_scEx8XK0g3aNaklHAlqOfMJnErp0909srMve_944uTP5_-sBUoOpSd1ShjYSBgJziwA0lM_nJdYJ8zpuxky4e8B9SgLozz3ihG59-T19fRYIOTH_lsbjKzbgs2WcP22p5-4TaZj3iV7-4RtnioQ526G4m9NHRa9SdtduSYV-cQTRHxxTv1yxsn6KpvsiTzEuGQnBbQyGgMAsvdamxGghCCjbpwgKrNZ4iE81CfLAnunK-tD7xdWxs_g55WdxZMj88OpsIXBw9oF8NE3jEhMEXqwUkOT27UBd_d_YAObtocdSOcFSHwq_lNjvYoxSn-e3okD0nudM8sx0NcBsuSEMbe2ev4R42_hixdfIaPIANVDgalKlrlelwLZHJR6rFBlKK3CPxJJvuw1RRIQE_cjngDbcrLv2hNmUxIvUVhdETp8vgBaMhKC4QpSWixL-CVUrqo8h2QStwsabzVN8iet9om_KFdNv6OMoGN-JNj7zDQg7pF_MjGpuuGvZDuoOGrDCMxsI5Zc6dHSq0G2ITXd4JE=w1920-h913?auditContext=prefetch
Enter the Lab (Clean)	GDX Labs,GDX,Alt Cover Art	https://lh3.googleusercontent.com/rd-d/ALs6j_ETThjylJtSgukmkxvXjci6Hjr3LqCY1nVV-SO2TsT4rP1T7y-7heqbuD8LJvXnQmS0pvug2MFZ1F6wYFdF3vhcD75KTspyfA_4vCxhJiyYp5AuMBHJFDoaeeyt9Byf7vUggPk5kLI0isC0aWOzAsMMjBB0-CIjlpgDXDePgvGcHtJXNFkYlq9AS5irljVAh-QRAR0DHfctdqpUcdEX6GKkIHVDiGzXkgRLz03kbkhiyr93S0AAr5Wubayxi1U08JKwdmuZlawD7RnEev-1JSeVA0CSsbeGDiA__WqzgWZAj5Qri1oencydGHFdRaT0Z20w64jCRpIZnOv8KTUYGbx-rk4jktd1ZEvyeojfUx7r3NzliMmxWR2sCrw_0qzPEHLxa4AZJFe9RzF2Y0S_R6KqqEaSO7wEFiz_hqMPSGL08dVYwl_gbV7ZkiNyUcD__mKqgkCg3zYXqGFeKh1JdgAjGXIMCUmKOCphVoATvfGismVWasvOv24HlJzov28TvbxQtFnfDJdpD1IBw8r4Ahqa2IvcwXnnyBtNZrJc2OKvZzqsAhcyhMleXEFrf-dNx2e66CQNPuO8GB9X5dY7dsEk3Ouzg_3kCwBPmLUI3osgrHABsAKUHFgqjE_OCTZIobfS3bVLGE-DLY-4HLNOW57lsDOACVhitJFDL31_RjMDiM5I-BrqI9EOWA0Cel1bSMI8k19bddmw4EdFHa0Wtujt6-NIk-co4ZuMah2cFOe5smLx9QFXSmNoRbESJ90C6nIMMz7-iSbiF9GwbqGTdwqpnOQnm9Z2xMpbyG2GkObU3LciKIBhaaf8KLVZZnOMaHMeVx8mW1DAM4qWA55zHdrL5oBnken-L6r5hjXSQqi7iv7fUQsdxlxkqTvRrR6jiIRYYuSK-r929Mjx2iGC0E6dqHP_YY0HVNYiVfNvBItHaCggoPrQA1QM5bL2oIWUJO-az1ElkZoq1dnnypKd4WBz6ofJmu2S22vNAbRr_raJlS6m8XBkDF4WxpDDxYM1peL4aHqy11QY25zyyROuhNcX9W8M35wRbS0Q7SnsKRwksIpL8ebcJ8IfvaZAmC-XYU0tmTjvdWAegv6QLer4nvuiYqRYBYLZN__dc9aP6L26am0qW64M=w1920-h927?auditContext=prefetch
Enter the Lab (Wide)	GDX Labs,GDX,Alt Cover Art	https://lh3.googleusercontent.com/rd-d/ALs6j_F_qQ137ceXrPCuZHl8-JMoh38s-rvzjgVhly8idc0Od2ncxQ4KXf2-XF1g_PjzSyPlEkW2rmMO-tcm7YpUqi-UC3wDZuuXDMxI9cYwWsUYW7G0vr7LXrnr7ZZ1wwLnNOo0eZnjhoWShBV32x2DEL6ht4rGqiiVNBNfRQ6lRkSCJ_lIhMusdF-N6Fvaj5JEIr4UoBr36bRE-vMGqc7k28sj1FHQUPMD5O6ow2hZuIWPBwnwYeXnih_XMWSbYguwm4tO9lxmzUVCR_A0CQ_yyLVjZEMnxX9zj-zHLzSw1sEL7uR1sGVO96cd0f4q-UKv9JrFgYK3lyad5MYR5m22IvssB0Li6ACTPsPDpM5yXIvXJp09nsWbhcfIIuA1qfnbB1sZnkFyIumSDWL7AdIag5IYi9qoYsaiYRozJurrhoe3Vh_1IFKLl5j5e_R7ae8BUrXQ-ynxCAE-9aOZAQduwubImUfNmw_-ibR0weLFK6UChvU7doaBR6krHQJYOiG-GC_5jsGzvxasQXxlZ-yTHWG7Kf97MVVIVrpXb1Pi2VRtRG6-WVHip-tfZDtodMc8hKOnZy23jd604nxNajONKocKKBR660UElTxi-sPjrZIG0xM61UAcwQJbSDf9MePPS_Pzc5UblJSEIkaboTCgUiyh2IFyaWJPMwFNYE60rFzrfg8YvP4k061OxNdIo8NEhi25-rAWMLvUgYjH0Pg4OVEndY6jxtB2yry7s81NvpGMHj2TIGSs2rJwVvBgdLpntNsdq81ECZ1xdXWQaG8f-b8rk9d-szcBOM-8eK37g8xSxPOCLHti7Ft_JdPvi6Cr2vZSaelbF1mIAGIzJPzyHvltKBYRhJKaPXAJBhBA9x47wvkVj7swBMV4vBW0VMJz1s4XX9ECkmTSddhJVr4-kY3j_rKgFKpz7zejx8j730qhb9wPl3a1yi3kZzZ17Uli9kFCZVCcXbqZ9fDPlYrKLI3Ka3XMFi_toijv1wXg_e8wN2Ka4-T6rL3-FTI8FiBuSV4VZWg2FSt_dYxjyX4DFzi-sBELWAdajrdI7hrO9A0iS0uwZisa2C_naQaDIhG8GBgGlfodEYTZGSI7sPyc5rMy_h9yG0kWz7Fpk0_baH8Yebcui1tshooZ8ZWk_BrEwflI=w1920-h927?auditContext=prefetch
filipino	GDX Labs,GDX	https://lh3.googleusercontent.com/rd-d/ALs6j_FeRWOP7MEzsMqeufGb3lrVcWh1WVnfigcRZRhVjUPPDyyPjndG5XOStIUgSPXtzP8kuNzg6nCeLzIM6HunxTsHGJfpEn8tFO16yGu0plk0wT7oQx4fExrPYIqWWKErxA-w7UUbQgILC8qhj_TdiWWNTyZ6m3Jn6aJaTSmJYF12LeNAvPpcjJ21DcWT0MO7IRT2jhCI1IlKRxzwXzI4LMLJ-iHdJ7YLQZvtV-bDHpfHTMwqO_pN7K4B7R7wgBaDaHPSeyQvsfRHY9ZhtW46vGL8yCtJf9M9AGXavEomQ0QqLUSyPTyTyb8ruFQj1A5coM98fvDDNxvYS6SFGLjRgZ9t8_5LERKv6rIbb-yidjUhpb983-CsQB4H0wMLbP274oojha4_DGEFsm8VKzTEfbQsrW9a7kx4742bqqDf60ob1bU6-eJhmXDVh5QXsnisdnuBWapuUkz5FzmZ_BLAPBYFtnxK07e8AuVo2mh8pq78WTE-vl2uxyqzYvINR1LkYOIAwHR4eapwwsO72wNcV3oY3E4kF8tu22J8y0nEHU_vzN1M6e6ftEtWgmO5C59gSly_OvmOl8y2n9omIyrhKQ6RYX4kPGpGNf3nJghk7bt53kY9HO_ZdT6peDpdYqzfc9W7NKWKYzItLJPCTrV0HKUDdCoc0r_ZkFUvb_3Ay4H8w4DjsgC1u1IrwN4wJywMIEyT7TIyQ14ibrB4OKvZ9T0U05cvSGacrFgJz2tOuB2cpB8vC4oAHXFm9xwtRjT82fZDuigSAjYFUeP3o6e3t9opXQdKDkNddtNhQoBdTLnpgVTcWlpskxGn-RPOXKImdLGJU3syTMdYWKTAchX5ELiVzta468JWGVr1p2Em7DppCy5hto4ICwW8ulfb_EpdiSA3eEweQehsy_PFnra4Dm4nBywulggB46MTYFr-IzLEU60UYUSMf-HC1wT14naWWGEpHtYLF5kmsi2U-dcoIsbfPbDsDGADAQe5jIu5hGqpyElIpWi7NDM0A0CbWHEh_eGm1iZCQXUAgdV7ob5fHPcH4KzLvxsyHE47E7RwVbIb6PYn6KoQF6dqKXvVucrsVLANty6wE7GnmrbR5s9wHOjfLKzY0Hlu9PONxDJFAO2SjjNP5VKc6mjZlThO_jjs7xQ=w1920-h927?auditContext=prefetch
Witch of Purple Hill Concept Logo	GDX Labs,Hill Witch,old af	https://lh3.googleusercontent.com/rd-d/ALs6j_FCrf4hND9Lzky7z5g-ZhKi-yMkNmZw1s27xgwWtjKAQn-3QeoeV4SlGotxHAcZu9XV0bi3uXrw0TkWaZspnwsCKxbmGMUsq2SpRYunrRUQyR8iAqVVEHzBn-u52XUjyrhxD55AS5_QoZoWXVQeRp5X_s4thw2ZSe38N7HjOxV9RBaKdMgr-oR84womdlHs5HjcAjUyeJuDhucp6UDF5JV2oHUD5N400pwCjz9z-V-6wz15VYYNnsoQ3arDxPr8mAqwrQphwVDeMp-bS_cu4qj1IUpprQnEDy64H3bqtG1QvaY56R1K2PqAMmEdUzSTMjW7AgEgeEuABWEizJSdbgXRL-44mbwgJSOjSaOxDOdhLQkhybr-JynuP1JbUQFv-MewCzV_zZELXCkC77LgNhRM53KVmcEeGRfdwixsDORi32zFJWJVTkSXsyUk2b8DMcwkQj_Ot46LNslxDH1Z9ehBcZX8wEPfkMuRt8iuI7i9UEmucvgjVVfljEK5yYKiTEz4mRHIk7tT5RRo9UFI_6gkb1-hlSel-uIaJZPAjiL-fw6wXCgbmoJK2PCT45qdRstYTurd2ONNAQCcSctXvm_i-ED_OLtASSEF5QmP34y6s7Pjzr6ZR48WUIFdMFlcmIYc8azrjsvelUiSxVq3lJO8wJ3T6fDF2C94r6zQWDBko8VUr6UQ92rkVQxPaVazg4gCLYHpGMZRjK2-MnlB7zWFI5leiH3DyCXjqBstn33aLPH8ov-gMaGnOkQNQe9XxkNJHehggc1uowZPTsQjxG_Z-sxpHze4hHjz2rJvkxT9w9NEnEc7B_5xzsKh3fa0DacEmWMhIMqbB7MxuCCRfj0ZkWcPMaujtSRb-As5CRjINjorWgxNblkvLuNI8ib0EruliGTM4P62CYY9IwTT6uK7f7Jb01aatlOnBZmIgHQh0nxCIQtgrKF7QD1rL8DcN-UDr51zszBY8GSLg97nFLrI-CJ5PZ0Cdi6bggBUeapr2DJnGm2BnJ0h2Kaufbw4sj6P7J9k2R6E0V_FCVc9Eqkw6M6AkuIWrsZhvqNG6oTu8PhaUu5cBgNCFzHk_FuNm6VmDpodTH4r3QxV6ca1xDvyspA9ThtNuuT_k8t4UedrGQgyCoe0XEyHURJuMWefRJGI=w1920-h927?auditContext=prefetch
Candle Cat first digital appearance	GDX Labs,Candle Cat,old af	https://lh3.googleusercontent.com/rd-d/ALs6j_Ed0CB6VPpAMZxdfBvxvFbgC8SvqnnSaXFMKeMB_Cl14MsqExu5YgRUXuHMuENQ9pWjABEl7mgMipUDDxKCyFku_U9n1PL_l8rUbSuDP7MrCebmNJE_ZYdKQPOjpDRZg8pUsm7-Jte4JeIX5K3_EdNWPPWQsIbLFej6w2auGKXRXSEYi6YoCrHdMQ0adzppQTtvNOiNWLy3a52e_bnhMWLuJwUZkOzNyza0OVPMiw-HvHDZCPvW4VgBfHdB4P8Spp95biCdBxPJp_EI175-yP70hahM9VFs-U1eLZSBef0xoDzfaq8O8SGnc-DabO91JzbvirWIhYWpeFKzriTyBLXzamZoDrdcPh-1iKlBHonZC0lN4Xyut6limYHzqD1rZLSGb9fBRVMvwUfUCNS6WRewgEiM4gvMMZzg33ls_1lcbaOFc1F8jpu983EKH0e37GAxMw-v_YPAhPZffuUdh-Sh4ZOGYlxck1T-QUpXkYkJVujWi9_XlbGvNvKjrpG6tDkgAk6NvpV4skQTPxaraOP3bSluGIb3nQSXOP7OXxCkNNAdHMcM2Li3XAEJsE2qirUoO1NvJle2hgh2_BnaZLkXAZF-aiqMHveZuyO2CktgVqAHOWTuFx-DkPiCBHGiphDDzBhaFJVfRUpo4aIVcBKuYJKAhqYqLSmWNVHMj09ZBztv0ph85EOrQiFqNtcfsgjzopQGAszWEvz-DMS3tL8X1efI_KXVTXFZlNCPUIJG8jaPPuCx4R1BnZEBCPwppgjfqZifeSh_TV6Vq0mUY4c7r3lfBf5nbW5Q0s6z6h9St4IfZSDo6gII97LiGD_6F9vSoSTAr6n1ac6e7Y0QksaiX3kyiCLmJtJKx1sJlHgdSsa6Hjj9U6Hl_wYz8t3uJylXz_Fd1htagKNPlSk6eS_7KdVOvYM0JwWDTp9aILNc4fKJFuxc0FIsL1LtLcndxHQvZplfl8iLYtnr0qjOGp8Ytl-PiAYgqHRqPKmXaQ4T5IE_qHE13E2KmIM4O7cfuDLzcw3kIjKYbtp3CkfsDqsqhO1eOoR2qh2FURWoSPlNXndw7MK-qn7UzGDgdTufEVM5pRjywH64J_SU_bZ2AbECtUexrglMbcChpEgHpkGesF6iA9PeJnVAh2TdYbEbgOpL=w1920-h927?auditContext=prefetch
Candle Deer first appearance	GDX Labs,Candle Deer,old af	https://lh3.googleusercontent.com/rd-d/ALs6j_HjoHRZuIbfUbTnuZfVGXTyyPNdYzfWHMnIT4jvl2q2efoJRD1EjGKmFA1kJCp1paKF0OQj_UoITmYK9-XeVW0HdyrUqLvqQ-sUqbIjuLV0uaT3KTH8MH0QGcGgHoufNMK453oeYXkSXkQPg2iT-vsDvzv4VvGMiv2wykGw1oYSJDgiIPTUiBJyYdtxQJ6xyevCn5fKE_QcGd1e75gIdjs6l8dUrVVX3qdbZEJ1O9YIExejvqh0MS2v79aqNTniUtVeJVS1iaxyyO7_gLJuJOAq-UvAxqTf-nzPtYKNf5UcVmHkuIYWh2fJO7UNf2i_784XkxSzT-sCfVOrY96u8aTIGgtITlkguw74fy1Y9lxjU7aayWLtx_UYSxA0GrzD44ZZtmaxnPJ8speT3V-KxlhyT1B3RehWgo3JFPzQYhGHIieeF9F7pr0_ufaTm1hx80wf2CUEj88jR5uih-Ewkw_XGU8AmRMgA4IoG0L6x7uBstfo4-2xw1Q8TfAAXCz8VM67MMSuRki7r1wccpGqt5U4egdaYfFFwK5immWXPN8DNAe4NBaGdod6HlYrzlyZ3MfqvoaIqz1Zd3qEydCrj7AVW3PUHZxGZR4ImYpAPXKFDFpYX8dJcHbBQ8mHrbxpVhZiTAAp-mJOy1cWmCcF1QxBHToH_e8enlyUAiAp_9gniip9LM5pvFXFgWDF1QQGmi-ARxmGQBtKWm1jJeEkWbg4c-9oCZyinkLtPm0GjWEpRTNdd8-_nUSnCDR854AwYhcd9AMnXHvAlY0FqZWNBfsqFqpKd8p929OuMMukKiedq0_GW7yrPWz9VhuH-cbSoxExhjbLFZuIMFTxKxlaALnPmlA8rGM1HNCDSX2yQIsyjxa4K3D2JgrRNV0BExjr3tI1sKLZiJErxfHPXYmmvLrGfo-dV_QZNVrGJf5cautCc5vM16_hQcIKbvEN70kSq4kJWacxVoMaJlTK7M0LRXX82NCPZpvSd1gLrvol_8FuVIM5DDDNN1s4YooJOby-ZiU2nBaj_iS_2nnj3wNzaKl3fWMM-jpNh4FMV9xSZPDEb0PJLJuR_AiKcL2J_dDB06nb2io0ju7EElHAHMFO7ry9dNzaqRXtJQLFaPEfyYAETgIy6EQvjqVPmwHXE4qFtM9a=w1920-h927?auditContext=prefetch
Candle Goat first appearance	GDX Labs,Candle Goat,old af	https://lh3.googleusercontent.com/rd-d/ALs6j_FH9rgVCMcFx08SzHdvV8irkdaNT9eGvTaEC5okFM9CYurgMVbDEQmp0XSjWZMUTwI4wIgZBSa9cWgdBQPG-T-_Cv_XrRTOnYDZm8YWT7AJcWLdd9uqkDapQtvT_vidJH2IZgvIGTi7IE46vR0F3TdcU0eMwwdmKYLjHfFHyhnb0SnsMAUsKtQ5qbHj--sxdcHNt2M8f4Z0Ehm843RpP_2L71ihgwC_1rZiyzteNGVrZroJLjcXx9ZBmmCwL4oxWLlrMZVnYhdCI568MMK29b8YOgqmkUu4qwUZvtiq59NqV2AYHYv_RXQztAlS0AxCwdjiHzC5ft9CwdfkxxG-9zVycfMyx0iCXQFq5dH7Q1-3hqFxRFHTnaWBNtFD90EUuNxnLyCHfifaON2lVBpuTSQrssFPs_P6ICfYWzjQaXSZsp--f1d4smZzNk52VnjTAC8VZTYGz28MxymSyDl6sAG6Q0sJ8khmMkUl3zrSiiZ5Pak6FoZ-i1UQEFfqUpPLz7D0ESrPFfGytqJn2Q1dUkOyv4MlCAmA8w4HCDkq-cEb1hgCRHDYFwSng1FZcUdUiEkPPn-OZ-1ZA0FG16oDaziAx6yCE-RjldXMH_REwhCznLcvrFi5czQ1QiBu0lynh1EITnft5VwsmkuFrSOH0ULvQYWuqBqMQHw5OypGao08a4U0cjLf_PhTki3hOBXsd91ANk8TsVUACW7peIp6Cms663IKftW6xxxMOOY8LSYodOQGxS5Aop7sEXuGXdk4CKCcQ-JqoDPNhsW6MbFOb8ZUPhUzLuKXkWIk7v4x3RXIjXMp7rk4ckILxgoZ5WNUKgdOam2M40bJDkE0Zz9_M3Bu6ecaQytzx9X0aeNQGEOssre4QYo81L1R3aRCLtlhBycsM0nxrAkZlExTkU2r6mIg6LLXhHDwYVOBB6erCODl9Ah-i4gj0uqu3ljnVa2GDSjyQXwWA9bUC9ck8Q3vmG9ctyfisxJw8UgHuYvsiOXRTMCbCrRWGmQaC9FSorpTcKa4Jb1QSZMaj1fA9KbbXMFnenfCwAbv9C-BV_VJICjVABa_YbEH4zkzIgnmArry7Mp6IQ28Q0QG8iNDkK1TPRqQ0IrSQqD2mM6d_AcAqg42wF_Q-MxGiz_KSYgP5XFmumY=w1920-h927?auditContext=prefetch
The First Evening Under a New Sun	GDX Labs,Candle Cat,Cover Art	https://lh3.googleusercontent.com/rd-d/ALs6j_Fa4Ein1mH-eLbNL3Tzj6diaVcA8PYEBIHAzwP1FPG8cfY_LHbqv65gPjRs1tfH8csQJIxPYDyLJItIY1xq2eNfUZQ2sl42GkUzHuugRPm6B6GxUGybgYROUnw7mGyDkgapmetnnKZsVkOQR5_TimyYfrmuJncSC0Q9LcU_QHSXURG80K-qf5xfZOwgl16-58YDCDtxZh64Au3RTqxcbAClyTef8Jy9KoPc6rIf0nNbV10x-8oUqIBs07QVpqnyQPt_o-q4ImJwc51Ndcih3GNBtad2wAOTsmNVN-r9zm8JNEJTD_nmkxjT7cAnh3fR-YEPFIukv3XXESCvo-23UGkyB6ecKIDa0vwNelQuWVKU0HaSrQCoAk9cPPZV8Ys4MZxAjXNGFNOAHKADwZ51z-pZzIWQTa6HeaffpaxRR7RapIgEARAw9V_boMvAuEmp54Z5PlRkBxSLnwKUUrgdgXGqBJXEEa6uCTYwoT3ijkV1iyMOtplU3bx-3lAhdQ-w_nAycZ59nwYZ53E3UEv1D9-b6i-4n8tRUUdLj5iIiocYihCSkCmc-PT2h6nxNFR_gQ_ic4PMVU4kbfzNsP4fWK6y_WCTAfy1HWSoHzi5iCKbndcJMOdrNWIdMORSVDPrA0UT9Vi8VcNchxD1I-V2NoFAOl5YDTy7TiAHZY4iy9HZHl_p1UKVH_Uc47tqfuEC_2uYq4Cw5CDf6iYUBd2yCN5pC6xm3HCIT2BciIK_7KDP7ag8ndxC0-afGvSmin_7plreLJAGJd0qPeCkzwFoRPTRqi1oKyxKClXRWup_9-hpWz912iDneQufwEgN2wmY0d4AfUVUD7_ZJdxwxEyy7sNesQWyOZ9L2QM63elRQNpzYLwxiiMyr9teNdSqrmcHVkeksjKePp1WU69jtobiXrHg6iSzndx9KTOJSV-6uv0o5SI1kuveyo6FLe3gpiKd5QMl3Mvm_LDBOh-mSVfP7NhPHOFwAZL8iRusj2ng4kuh8eC7WHGUJw-JBqNWX9E71FFt84eyvmIlFf2Wa7L48Hq-o1HVFKItW9OkzNlbY-9SpwK9iOaI9y86JD-1vxHssBcJYUTgL7E0Ul2SAnyJWIGOgB_RaiSYTa_iLf93O5uG4ybtu9CN4g=w1920-h913?auditContext=prefetch
